AL_Type;AR_No;CustID;Layanan;CreatedOn
Downgrade;AR/CHT/2203/3421;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3418;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3415;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3411;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3410;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3404;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3407;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3401;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3397;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3389;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3385;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3380;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3375;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3369;180000053;ManageServiceNotebookBasic;31/03/2022 20.16
Downgrade;AR/CHT/2203/3362;180000053;ManageServiceNotebookBasic;31/03/2022 20.15
Downgrade;AR/CHT/2203/3352;180000053;ManageServiceNotebookBasic;31/03/2022 20.13
Downgrade;AR/CHT/2203/3345;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3297;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3298;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3299;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3300;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3301;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3302;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3303;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3304;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3305;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3306;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3307;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3308;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3309;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3310;180000053;ManageServiceNotebookBasic;31/03/2022 20.07
Downgrade;AR/CHT/2203/3311;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3295;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3296;180000053;ManageServiceNotebookBasic;31/03/2022 20.06
Downgrade;AR/CHT/2203/3283;180000053;ManageServiceNotebookBasic;31/03/2022 16.46
Downgrade;AR/CHT/2203/3272;180000053;ManageServiceNotebookBasic;31/03/2022 16.32
Downgrade;AR/CHT/2203/3270;180000053;ManageServiceNotebookBasic;31/03/2022 16.29
Downgrade;AR/CHT/2203/3267;180000053;ManageServiceNotebookBasic;31/03/2022 16.22
Downgrade;AR/CHT/2203/3265;180000053;ManageServiceNotebookBasic;31/03/2022 16.16
Downgrade;AR/CHT/2203/3263;180000053;ManageServiceNotebookBasic;31/03/2022 16.10
Downgrade;AR/CHT/2203/3262;180000053;ManageServiceNotebookBasic;31/03/2022 16.06
Downgrade;AR/CHT/2203/3260;180000053;ManageServiceNotebookBasic;31/03/2022 16.01
Downgrade;AR/CHT/2203/3258;180000053;ManageServiceNotebookBasic;31/03/2022 15.42
Downgrade;AR/CHT/2203/3312;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3313;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3318;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3320;180000053;ManageServiceNotebookBasic;31/03/2022 20.09
Downgrade;AR/CHT/2203/3321;180000053;ManageServiceNotebookBasic;31/03/2022 20.09
Downgrade;AR/CHT/2203/3432;180000053;ManageServiceNotebookBasic;31/03/2022 20.19
Downgrade;AR/CHT/2203/3429;180000053;ManageServiceNotebookBasic;31/03/2022 20.19
Downgrade;AR/CHT/2203/3427;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3425;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3423;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3395;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3393;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3391;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3388;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3387;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3386;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3384;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3358;180000053;ManageServiceNotebookBasic;31/03/2022 20.14
Downgrade;AR/CHT/2203/3356;180000053;ManageServiceNotebookBasic;31/03/2022 20.14
Downgrade;AR/CHT/2203/3355;180000053;ManageServiceNotebookBasic;31/03/2022 20.14
Downgrade;AR/CHT/2203/3351;180000053;ManageServiceNotebookBasic;31/03/2022 20.13
Downgrade;AR/CHT/2203/3344;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3346;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3342;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3317;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3316;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3315;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3314;180000053;ManageServiceNotebookBasic;31/03/2022 20.08
Downgrade;AR/CHT/2203/3284;180000053;ManageServiceNotebookBasic;31/03/2022 16.46
Downgrade;AR/CHT/2203/3281;180000053;ManageServiceNotebookBasic;31/03/2022 16.43
Downgrade;AR/CHT/2203/3347;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3350;180000053;ManageServiceNotebookBasic;31/03/2022 20.13
Downgrade;AR/CHT/2203/3354;180000053;ManageServiceNotebookBasic;31/03/2022 20.13
Downgrade;AR/CHT/2203/3357;180000053;ManageServiceNotebookBasic;31/03/2022 20.14
Downgrade;AR/CHT/2203/3361;180000053;ManageServiceNotebookBasic;31/03/2022 20.15
Downgrade;AR/CHT/2203/3363;180000053;ManageServiceNotebookBasic;31/03/2022 20.15
Downgrade;AR/CHT/2203/3365;180000053;ManageServiceNotebookBasic;31/03/2022 20.15
Downgrade;AR/CHT/2203/3367;180000053;ManageServiceNotebookBasic;31/03/2022 20.16
Downgrade;AR/CHT/2203/3371;180000053;ManageServiceNotebookBasic;31/03/2022 20.16
Downgrade;AR/CHT/2203/3373;180000053;ManageServiceNotebookBasic;31/03/2022 20.16
Downgrade;AR/CHT/2203/3376;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3378;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3381;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3382;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3326;180000053;ManageServiceNotebookBasic;31/03/2022 20.09
Downgrade;AR/CHT/2203/3331;180000053;ManageServiceNotebookBasic;31/03/2022 20.10
Downgrade;AR/CHT/2203/3332;180000053;ManageServiceNotebookBasic;31/03/2022 20.10
Downgrade;AR/CHT/2203/3334;180000053;ManageServiceNotebookBasic;31/03/2022 20.10
Downgrade;AR/CHT/2203/3336;180000053;ManageServiceNotebookBasic;31/03/2022 20.11
Downgrade;AR/CHT/2203/3337;180000053;ManageServiceNotebookBasic;31/03/2022 20.11
Downgrade;AR/CHT/2203/3339;180000053;ManageServiceNotebookBasic;31/03/2022 20.11
Downgrade;AR/CHT/2203/3340;180000053;ManageServiceNotebookBasic;31/03/2022 20.11
Downgrade;AR/CHT/2203/3343;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3348;180000053;ManageServiceNotebookBasic;31/03/2022 20.12
Downgrade;AR/CHT/2203/3353;180000053;ManageServiceNotebookBasic;31/03/2022 20.13
Downgrade;AR/CHT/2203/3360;180000053;ManageServiceNotebookBasic;31/03/2022 20.14
Downgrade;AR/CHT/2203/3364;180000053;ManageServiceNotebookBasic;31/03/2022 20.15
Downgrade;AR/CHT/2203/3368;180000053;ManageServiceNotebookBasic;31/03/2022 20.16
Downgrade;AR/CHT/2203/3372;180000053;ManageServiceNotebookBasic;31/03/2022 20.16
Downgrade;AR/CHT/2203/3377;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3390;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3396;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3402;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3406;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3409;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3412;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3413;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3417;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3420;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3419;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3416;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3414;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3408;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3405;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3403;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3400;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3398;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3394;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3392;180000053;ManageServiceNotebookBasic;31/03/2022 20.17
Downgrade;AR/CHT/2203/3426;180000053;ManageServiceNotebookBasic;31/03/2022 20.18
Downgrade;AR/CHT/2203/3431;180000053;ManageServiceNotebookBasic;31/03/2022 20.19
Downgrade;AR/CHT/2203/3434;180000053;ManageServiceNotebookBasic;31/03/2022 20.19
Downgrade;AR/CHT/2203/3436;180000053;ManageServiceNotebookBasic;31/03/2022 20.19
Downgrade;AR/CHT/2203/3439;180000053;ManageServiceNotebookBasic;31/03/2022 20.19
Downgrade;AR/CHT/2203/3443;180000053;ManageServiceNotebookBasic;31/03/2022 20.20
Downgrade;AR/CHT/2203/3444;180000053;ManageServiceNotebookBasic;31/03/2022 20.20
Downgrade;AR/CHT/2203/3448;180000053;ManageServiceNotebookBasic;31/03/2022 20.20
Downgrade;AR/CHT/2203/3450;180000053;ManageServiceNotebookBasic;31/03/2022 20.20
Downgrade;AR/CHT/2203/3451;180000053;ManageServiceNotebookBasic;31/03/2022 20.20
Downgrade;AR/CHT/2203/3452;180000053;ManageServiceNotebookBasic;31/03/2022 20.20
Upgrade;AR/CHT/2203/2612;180000053;ManageServiceNotebookBasic;22/03/2022 09.47
Downgrade;AR/CHT/2203/3454;180000053;Lain-lain;01/04/2022 05.12
Downgrade;AR/CHT/2203/3455;180000053;Lain-lain;01/04/2022 05.21
Downgrade;AR/CHT/2203/3456;180000053;Lain-lain;01/04/2022 05.28
Downgrade;AR/CHT/2203/3457;180000053;Lain-lain;01/04/2022 05.35
Downgrade;AR/CHT/2203/3458;180000053;Lain-lain;01/04/2022 05.46
New;AR/ACT/2202/6027;40000034;InternetBroadbandCorporate;11/02/2022 15.15
New;AR/ACT/2202/6026;40000034;InternetCorporate;11/02/2022 15.14
New;AR/ACT/2202/5268;140000330;Metronet;08/02/2022 09.32
Downgrade;AR/CHT/2204/3505;140000868;InternetCorporate;01/04/2022 15.04
New;AR/ACT/2203/9209;20002003;InternetBroadbandCorporate;09/03/2022 09.55
New;AR/ACT/2203/9203;20002003;InternetBroadbandCorporate;09/03/2022 09.26
Upgrade;AR/UPG/2202/1178;140002897;InternetCorporate;17/02/2022 09.58
Downgrade;AR/CHT/2204/3510;140002897;InternetCorporate;04/04/2022 12.36
New;AR/ACT/2202/5616;60002262;PenambahanIPv4Publik;10/02/2022 09.30
New;AR/ACT/2202/5615;60002262;InternetCorporate;10/02/2022 09.29
New;AR/ACT/2201/0831;30000307;Metronet;07/01/2022 11.09
New;AR/ACT/2201/0815;30000307;Metronet;07/01/2022 10.43
New;AR/ACT/2201/3523;10000007;i-WINIndoor;27/01/2022 14.55
New;AR/ACT/2201/3521;10000007;i-WINIndoor;27/01/2022 14.53
New;AR/ACT/2201/3519;10000007;NET-ACCESSCorporate;27/01/2022 14.50
New;AR/ACT/2202/5275;10000007;NET-ACCESSBroadband;08/02/2022 10.39
New;AR/ACT/2110/29627;150000073;InternetBroadbandCorporate;13/10/2021 08.40
Downgrade;AR/CHT/2204/3530;150000073;InternetBroadbandCorporate;05/04/2022 09.09
New;AR/ACT/2110/29626;150000073;InternetCorporate;13/10/2021 08.36
Downgrade;AR/CHT/2204/3532;150000073;InternetCorporate;05/04/2022 09.24
New;AR/ACT/2202/5690;30000572;InternetBroadbandCorporate;10/02/2022 14.42
New;AR/ACT/2202/5689;30000572;InternetCorporate;10/02/2022 14.41
New;AR/ACT/2202/7566;50002160;IPVPN;24/02/2022 10.25
New;AR/ACT/2202/7565;50002160;IPVPN;24/02/2022 10.25
New;AR/ACT/2202/7564;50002160;IPVPN;24/02/2022 10.24
New;AR/ACT/2202/7563;50002160;IPVPN;24/02/2022 10.24
New;AR/ACT/2202/7562;50002160;IPVPN;24/02/2022 10.24
New;AR/ACT/2202/7561;50002160;IPVPN;24/02/2022 10.24
New;AR/ACT/2202/7559;50002160;IPVPN;24/02/2022 10.24
New;AR/ACT/2202/7558;50002160;IPVPN;24/02/2022 10.23
New;AR/ACT/2202/6971;50002160;IPVPN;18/02/2022 17.05
New;AR/ACT/2202/6970;50002160;IPVPN;18/02/2022 17.05
New;AR/ACT/2202/6969;50002160;IPVPN;18/02/2022 17.05
New;AR/ACT/2202/6964;50002160;IPVPN;18/02/2022 16.55
New;AR/ACT/2202/6963;50002160;IPVPN;18/02/2022 16.55
New;AR/ACT/2202/6962;50002160;IPVPN;18/02/2022 16.54
New;AR/ACT/2202/6961;50002160;IPVPN;18/02/2022 16.54
New;AR/ACT/2202/6960;50002160;IPVPN;18/02/2022 16.54
New;AR/ACT/2202/6959;50002160;IPVPN;18/02/2022 16.54
New;AR/ACT/2202/6958;50002160;IPVPN;18/02/2022 16.54
New;AR/ACT/2202/6957;50002160;IPVPN;18/02/2022 16.54
Downgrade;AR/CHT/2204/3533;140000329;Metronet;05/04/2022 10.04
New;AR/ACT/2202/6955;50002160;InternetCorporate;18/02/2022 16.54
Upgrade;AR/CHT/2204/3534;140000329;IPTransit;05/04/2022 10.23
New;AR/ACT/2202/6953;50002160;IPVPN;18/02/2022 16.54
Downgrade;AR/CHT/2204/3535;20000201;InternetCorporate;05/04/2022 10.51
Downgrade;AR/CHT/2204/3536;140001218;IPTransit;05/04/2022 11.01
Downgrade;AR/CHT/2204/3539;140001250;InternetCorporate;05/04/2022 11.55
Downgrade;AR/CHT/2204/3542;140001250;InternetCorporate;05/04/2022 12.34
New;AR/ACT/2201/2599;50000796;Metronet;21/01/2022 09.16
Upgrade;AR/UPG/2202/0996;140001204;InternetCorporate;08/02/2022 22.02
Downgrade;AR/CHT/2204/3549;10000007;Lain-lain;05/04/2022 14.41
New;AR/ACT/2203/8267;140003483;InternetBroadbandCorporate;02/03/2022 16.03
Downgrade;AR/CHT/2204/3578;140003483;InternetBroadbandCorporate;06/04/2022 09.15
Downgrade;AR/CHT/2204/3581;140000330;Metronet;06/04/2022 11.36
Downgrade;AR/CHT/2204/3582;40000540;InternetCorporate;06/04/2022 11.49
Downgrade;AR/CHT/2204/3584;140001235;Metronet;06/04/2022 12.34
Downgrade;AR/CHT/2204/3590;120000324;InternetCorporate;06/04/2022 13.41
New;AR/ACT/2202/5499;140003502;InternetBroadbandCorporate;09/02/2022 14.17
New;AR/ACT/2202/5496;140003502;InternetBroadbandCorporate;09/02/2022 14.15
New;AR/ACT/2202/5495;140003502;InternetCorporate;09/02/2022 14.14
New;AR/ACT/2202/6868;150000085;InternetBroadbandCorporate;18/02/2022 10.10
Downgrade;AR/CHT/2204/3603;150000085;InternetBroadbandCorporate;07/04/2022 10.41
New;AR/ACT/2202/6867;150000085;InternetCorporate;18/02/2022 10.10
Downgrade;AR/CHT/2204/3605;150000085;InternetCorporate;07/04/2022 11.13
New;AR/ACT/2201/1302;90000954;InternetCorporate;11/01/2022 16.13
Downgrade;AR/CHT/2204/3616;90000954;InternetCorporate;07/04/2022 14.11
New;AR/ACT/2202/6051;180000396;NET-ACCESSBroadband;11/02/2022 16.40
Downgrade;AR/CHT/2204/3634;110000286;InternetBroadbandCorporate;07/04/2022 15.51
Downgrade;AR/CHT/2204/3636;110000286;InternetCorporate;07/04/2022 16.03
Upgrade;AR/CHT/2204/3669;140000330;Metronet;08/04/2022 11.21
Downgrade;AR/CHT/2204/3679;40000034;InternetBroadbandCorporate;08/04/2022 13.55
Downgrade;AR/CHT/2204/3681;40000034;InternetCorporate;08/04/2022 14.25
Downgrade;AR/CHT/2204/3708;140001445;InternetCorporate;09/04/2022 10.13
Downgrade;AR/CHT/2204/3710;90000742;InternetCorporate;09/04/2022 10.44
New;AR/ACT/2202/6656;140002253;InternetCorporate;16/02/2022 09.19
Downgrade;AR/CHT/2204/3757;140002253;InternetCorporate;10/04/2022 22.10
Downgrade;AR/CHT/2204/3758;140000329;IPTransit;10/04/2022 23.11
New;AR/ACT/2204/13579;90001062;InternetBroadbandCorporate;05/04/2022 11.53
New;AR/ACT/2202/4807;140003470;InternetBroadbandCorporate;04/02/2022 10.24
New;AR/ACT/2202/4806;140003470;InternetBroadbandCorporate;04/02/2022 10.24
New;AR/ACT/2202/4805;140003470;InternetCorporate;04/02/2022 10.24
New;AR/ACT/2202/5445;140003501;InternetBroadbandCorporate;09/02/2022 11.46
New;AR/ACT/2202/5444;140003501;InternetBroadbandCorporate;09/02/2022 11.45
New;AR/ACT/2202/5443;140003501;InternetCorporate;09/02/2022 11.45
Downgrade;AR/CHT/2204/3776;90000361;InternetCorporate;11/04/2022 13.43
Downgrade;AR/CHT/2204/3779;90000440;InternetCorporate;11/04/2022 14.17
Downgrade;AR/CHT/2204/3780;90000479;InternetCorporate;11/04/2022 14.43
Downgrade;AR/CHT/2204/3781;90000488;InternetBroadbandCorporate;11/04/2022 15.04
Downgrade;AR/CHT/2204/3782;90000582;InternetBroadbandCorporate;11/04/2022 15.29
Downgrade;AR/CHT/2204/3786;90000582;InternetBroadbandCorporate;12/04/2022 08.19
New;AR/ACT/2106/16521;140002755;InternetBroadbandCorporate;03/06/2021 11.07
Downgrade;AR/CHT/2204/3787;140001663;InternetBroadbandCorporate;12/04/2022 08.30
Downgrade;AR/CHT/2204/3788;90000413;InternetCorporate;12/04/2022 08.39
New;AR/ACT/2106/16520;140002755;InternetBroadbandCorporate;03/06/2021 11.06
Downgrade;AR/CHT/2204/3789;90000413;InternetBroadbandCorporate;12/04/2022 08.48
Downgrade;AR/CHT/2204/3790;90000486;InternetBroadbandCorporate;12/04/2022 08.54
Downgrade;AR/CHT/2204/3791;90000486;InternetBroadbandCorporate;12/04/2022 08.58
New;AR/ACT/2201/3212;30000388;InternetBroadbandCorporate;25/01/2022 12.10
New;AR/ACT/2201/3211;30000388;InternetBroadbandCorporate;25/01/2022 12.09
Upgrade;AR/CHT/2204/3785;180000053;ManageServiceNotebookBasic;12/04/2022 06.35
Downgrade;AR/CHT/2204/3799;30000388;InternetBroadbandCorporate;12/04/2022 12.17
Upgrade;AR/CHT/2204/3801;180000053;ManageServiceNotebookBasic;12/04/2022 12.24
Upgrade;AR/CHT/2204/3802;180000053;ManageServiceNotebookBasic;12/04/2022 12.45
Downgrade;AR/CHT/2204/3804;30000388;InternetBroadbandCorporate;12/04/2022 12.52
New;AR/ACT/2112/37493;30000388;InternetBroadbandCorporate;08/12/2021 09.45
Downgrade;AR/CHT/2204/3815;30000388;InternetBroadbandCorporate;12/04/2022 13.56
New;AR/ACT/2112/37490;30000388;InternetBroadbandCorporate;08/12/2021 09.37
Upgrade;AR/CHT/2204/3819;180000053;ManageServiceNotebookBasic;12/04/2022 14.13
Downgrade;AR/CHT/2204/3820;30000388;InternetBroadbandCorporate;12/04/2022 14.23
Upgrade;AR/CHT/2204/3823;180000053;ManageServiceNotebookBasic;12/04/2022 14.31
New;AR/ACT/2202/4948;30000388;InternetBroadbandCorporate;04/02/2022 15.36
Downgrade;AR/CHT/2204/3829;30000388;InternetBroadbandCorporate;12/04/2022 15.06
New;AR/ACT/2202/4946;30000388;InternetCorporate;04/02/2022 15.36
Downgrade;AR/CHT/2204/3833;30000388;InternetCorporate;12/04/2022 15.20
Upgrade;AR/CHT/2204/3838;180000053;ManageServiceNotebookBasic;12/04/2022 20.44
Upgrade;AR/CHT/2204/3839;180000053;ManageServiceNotebookBasic;12/04/2022 22.15
Downgrade;AR/CHT/2204/3857;140002755;InternetBroadbandCorporate;13/04/2022 10.04
Upgrade;AR/CHT/2204/3864;140002755;InternetBroadbandCorporate;13/04/2022 10.17
New;AR/ACT/2201/0852;30000307;Metronet;07/01/2022 11.43
Downgrade;AR/CHT/2204/3905;180000053;ManageServiceNotebookBasic;13/04/2022 14.17
Downgrade;AR/CHT/2204/3913;180000396;NET-ACCESSBroadband;13/04/2022 15.17
Downgrade;AR/CHT/2204/3945;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3944;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3943;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3942;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3941;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3940;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3939;180000053;ManageServiceNotebookBasic;13/04/2022 21.27
Downgrade;AR/CHT/2204/3938;180000053;Lain-lain;13/04/2022 21.27
Downgrade;AR/CHT/2204/3937;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3936;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3935;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3934;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3933;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3932;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3931;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3930;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3929;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3928;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3927;180000053;Lain-lain;13/04/2022 21.26
Downgrade;AR/CHT/2204/3926;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3925;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3924;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3923;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3922;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3921;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3920;180000053;Lain-lain;13/04/2022 21.25
Downgrade;AR/CHT/2204/3919;180000053;Lain-lain;13/04/2022 21.25
Upgrade;AR/CHT/2204/3954;180000053;Lain-lain;13/04/2022 23.29
Downgrade;AR/CHT/2204/3955;180000053;ManageServiceNotebookBasic;14/04/2022 00.05
Downgrade;AR/CHT/2204/3912;180000053;ManageServiceNotebookBasic;13/04/2022 15.01
Downgrade;AR/CHT/2204/3965;180000053;ManageServiceNotebookBasic;14/04/2022 10.06
New;AR/ACT/2202/5687;30000572;InternetBroadbandCorporate;10/02/2022 14.36
New;AR/ACT/2202/5686;30000572;InternetCorporate;10/02/2022 14.35
New;AR/ACT/2111/33552;30000500;InternetBroadbandCorporate;05/11/2021 09.48
Downgrade;AR/CHT/2204/3971;140001209;InternetCorporate;14/04/2022 12.36
Downgrade;AR/CHT/2204/3974;30000500;InternetBroadbandCorporate;14/04/2022 12.55
New;AR/ACT/2201/3193;140003436;InternetBroadbandCorporate;25/01/2022 09.40
New;AR/ACT/2201/3192;140003436;InternetCorporate;25/01/2022 09.40
Downgrade;AR/CHT/2204/4047;180000053;ManageServiceNotebookBasic;14/04/2022 22.51
Downgrade;AR/CHT/2204/4046;180000053;ManageServiceNotebookBasic;14/04/2022 22.51
Downgrade;AR/CHT/2204/4045;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4044;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4043;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4042;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4041;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4040;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4039;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4038;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
Downgrade;AR/CHT/2204/4037;180000053;ManageServiceNotebookBasic;14/04/2022 22.50
New;AR/ACT/2112/39918;40000348;Metronet;21/12/2021 13.48
Downgrade;AR/CHT/2204/4036;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
